img_path;count
data\train\images\2057.tif;123
data\train\images\2058.tif;618
data\train\images\2059.tif;256
data\train\images\206.tif;34
data\train\images\2060.tif;446
data\train\images\2061.tif;191
data\train\images\2062.tif;250
data\train\images\2063.tif;293
data\train\images\2064.tif;454
data\train\images\2065.tif;986
data\train\images\2066.tif;120
data\train\images\2067.tif;649
data\train\images\2068.tif;237
data\train\images\2069.tif;379
data\train\images\207.tif;22
data\train\images\2070.tif;320
data\train\images\2071.tif;620
data\train\images\2072.tif;249
data\train\images\2073.tif;1198
data\train\images\2074.tif;172
data\train\images\2075.tif;289
data\train\images\2076.tif;176
data\train\images\2077.tif;194
data\train\images\2078.tif;871
data\train\images\2079.tif;128
data\train\images\208.tif;62
data\train\images\2080.tif;1124
data\train\images\2081.tif;202
data\train\images\2082.tif;1037
data\train\images\2083.tif;293
data\train\images\2084.tif;533
data\train\images\2085.tif;108
data\train\images\2086.tif;259
data\train\images\2087.tif;771
data\train\images\2088.tif;661
data\train\images\2089.tif;154
data\train\images\209.tif;66
data\train\images\2090.tif;402
data\train\images\2091.tif;181
data\train\images\2092.tif;1293
data\train\images\2093.tif;221
data\train\images\2094.tif;981
data\train\images\2095.tif;182
data\train\images\2096.tif;95
data\train\images\2097.tif;272
data\train\images\2098.tif;437
data\train\images\2099.tif;183
data\train\images\21.tif;76
data\train\images\210.tif;59
data\train\images\2100.tif;427
data\train\images\2101.tif;204
data\train\images\2102.tif;347
data\train\images\2103.tif;238
data\train\images\2104.tif;403
data\train\images\2105.tif;144
data\train\images\2106.tif;200
data\train\images\2107.tif;98
data\train\images\2108.tif;120
data\train\images\2109.tif;276
data\train\images\211.tif;76
data\train\images\2110.tif;203
data\train\images\2111.tif;354
data\train\images\2112.tif;87
data\train\images\2113.tif;959
data\train\images\2114.tif;130
data\train\images\2115.tif;123
data\train\images\2116.tif;560
data\train\images\2117.tif;113
data\train\images\2118.tif;567
data\train\images\2119.tif;783
data\train\images\212.tif;56
data\train\images\2120.tif;183
data\train\images\2121.tif;203
data\train\images\2122.tif;473
data\train\images\2123.tif;729
data\train\images\2124.tif;317
data\train\images\2125.tif;162
data\train\images\2126.tif;95
data\train\images\2127.tif;259
data\train\images\2128.tif;251
data\train\images\2129.tif;167
data\train\images\213.tif;44
data\train\images\2130.tif;136
data\train\images\2131.tif;735
data\train\images\2132.tif;224
data\train\images\2133.tif;297
data\train\images\2134.tif;102
data\train\images\2135.tif;216
data\train\images\2136.tif;191
data\train\images\2137.tif;297
data\train\images\2138.tif;497
data\train\images\2139.tif;131
data\train\images\214.tif;60
data\train\images\2140.tif;100
data\train\images\2141.tif;499
data\train\images\2142.tif;138
data\train\images\2143.tif;111
data\train\images\2144.tif;1301
data\train\images\2145.tif;126
data\train\images\2146.tif;116
data\train\images\2147.tif;441
data\train\images\2148.tif;220
data\train\images\2149.tif;296
data\train\images\215.tif;41
data\train\images\2150.tif;375
data\train\images\2151.tif;317
data\train\images\2152.tif;263
data\train\images\2153.tif;190
data\train\images\2154.tif;176
data\train\images\2155.tif;93
data\train\images\2156.tif;637
data\train\images\2157.tif;129
data\train\images\2158.tif;400
data\train\images\2159.tif;750
data\train\images\216.tif;25
data\train\images\2160.tif;169
data\train\images\2161.tif;1424
data\train\images\2162.tif;412
data\train\images\2163.tif;172
data\train\images\2164.tif;450
data\train\images\2165.tif;111
data\train\images\2166.tif;280
data\train\images\2167.tif;141
data\train\images\2168.tif;1043
data\train\images\2169.tif;352
data\train\images\217.tif;26
data\train\images\2170.tif;109
data\train\images\2171.tif;196
data\train\images\2172.tif;386
data\train\images\2173.tif;125
data\train\images\2174.tif;1115
data\train\images\2175.tif;127
data\train\images\2176.tif;697
data\train\images\2177.tif;123
data\train\images\2178.tif;167
data\train\images\2179.tif;65
data\train\images\218.tif;53
data\train\images\2180.tif;243
data\train\images\2181.tif;112
data\train\images\2182.tif;131
data\train\images\2183.tif;145
data\train\images\2184.tif;196
data\train\images\2185.tif;746
data\train\images\2186.tif;808
data\train\images\2187.tif;860
data\train\images\2188.tif;131
data\train\images\2189.tif;183
data\train\images\219.tif;54
data\train\images\2190.tif;130
data\train\images\2191.tif;83
data\train\images\2192.tif;183
data\train\images\2193.tif;847
data\train\images\2194.tif;243
data\train\images\2195.tif;244
data\train\images\2196.tif;712
data\train\images\2197.tif;91
data\train\images\2198.tif;239
data\train\images\2199.tif;841
data\train\images\22.tif;66
data\train\images\220.tif;33
data\train\images\2200.tif;377
data\train\images\2201.tif;151
data\train\images\2202.tif;94
data\train\images\2203.tif;244
data\train\images\2204.tif;188
data\train\images\2205.tif;222
data\train\images\2206.tif;911
data\train\images\2207.tif;220
data\train\images\2208.tif;71
data\train\images\2209.tif;341
data\train\images\221.tif;59
data\train\images\2210.tif;304
data\train\images\2211.tif;212
data\train\images\2212.tif;124
data\train\images\2213.tif;122
data\train\images\2214.tif;576
data\train\images\2215.tif;260
data\train\images\2216.tif;118
data\train\images\2217.tif;381
data\train\images\2218.tif;171
data\train\images\2219.tif;553
data\train\images\222.tif;39
data\train\images\2220.tif;466
data\train\images\2221.tif;184
data\train\images\2222.tif;126
data\train\images\2223.tif;87
data\train\images\2224.tif;1043
data\train\images\2225.tif;110
data\train\images\2226.tif;435
data\train\images\2227.tif;404
data\train\images\2228.tif;553
data\train\images\2229.tif;193
data\train\images\223.tif;46
data\train\images\2230.tif;908
data\train\images\2231.tif;448
data\train\images\2232.tif;197
data\train\images\2233.tif;563
data\train\images\2234.tif;175
data\train\images\2235.tif;397
data\train\images\2236.tif;172
data\train\images\2237.tif;143
data\train\images\2238.tif;125
data\train\images\2239.tif;141
data\train\images\224.tif;88
data\train\images\2240.tif;109
data\train\images\2241.tif;318
data\train\images\2242.tif;214
data\train\images\2243.tif;402
data\train\images\2244.tif;661
data\train\images\2245.tif;1228
data\train\images\2246.tif;218
data\train\images\2247.tif;146
data\train\images\2248.tif;342
data\train\images\2249.tif;126
data\train\images\225.tif;38
data\train\images\2250.tif;748
data\train\images\2251.tif;186
data\train\images\2252.tif;182
data\train\images\2253.tif;360
data\train\images\2254.tif;137
data\train\images\2255.tif;1407
data\train\images\2256.tif;111
data\train\images\2257.tif;101
data\train\images\2258.tif;682
data\train\images\2259.tif;114
data\train\images\226.tif;49
data\train\images\2260.tif;639
data\train\images\2261.tif;399
data\train\images\2262.tif;129
data\train\images\2263.tif;1098
data\train\images\2264.tif;327
data\train\images\2265.tif;509
data\train\images\2266.tif;350
data\train\images\2267.tif;448
data\train\images\2268.tif;363
data\train\images\2269.tif;240
data\train\images\227.tif;51
data\train\images\2270.tif;101
data\train\images\2271.tif;190
data\train\images\2272.tif;611
data\train\images\2273.tif;138
data\train\images\2274.tif;98
data\train\images\2275.tif;1137
data\train\images\2276.tif;249
data\train\images\2277.tif;175
data\train\images\2278.tif;556
data\train\images\2279.tif;813
data\train\images\228.tif;69
data\train\images\2280.tif;113
data\train\images\2281.tif;464
data\train\images\2282.tif;990
data\train\images\2283.tif;174
data\train\images\2284.tif;142
data\train\images\2285.tif;766
data\train\images\2286.tif;117
data\train\images\2287.tif;911
data\train\images\2288.tif;136
data\train\images\2289.tif;246
data\train\images\229.tif;50
data\train\images\2290.tif;857
data\train\images\2291.tif;199
data\train\images\2292.tif;126
data\train\images\2293.tif;121
data\train\images\2294.tif;301
data\train\images\2295.tif;793
data\train\images\2296.tif;354
data\train\images\2297.tif;186
data\train\images\2298.tif;199
data\train\images\2299.tif;883
data\train\images\23.tif;83
data\train\images\230.tif;63
data\train\images\2300.tif;549
data\train\images\2301.tif;606
data\train\images\2302.tif;199
data\train\images\2303.tif;497
data\train\images\2304.tif;182
data\train\images\2305.tif;379
data\train\images\2306.tif;371
data\train\images\2307.tif;854
data\train\images\2308.tif;161
data\train\images\2309.tif;126
data\train\images\231.tif;38
data\train\images\2310.tif;65
data\train\images\2311.tif;354
data\train\images\2312.tif;138
data\train\images\2313.tif;428
data\train\images\2314.tif;185
data\train\images\2315.tif;153
data\train\images\2316.tif;488
data\train\images\2317.tif;578
data\train\images\2318.tif;108
data\train\images\2319.tif;111
data\train\images\232.tif;82
data\train\images\2320.tif;493
data\train\images\2321.tif;299
data\train\images\2322.tif;92
data\train\images\2323.tif;295
data\train\images\2324.tif;1408
data\train\images\2325.tif;261
data\train\images\2326.tif;521
data\train\images\2327.tif;585
data\train\images\2328.tif;232
data\train\images\2329.tif;537
data\train\images\233.tif;75
data\train\images\2330.tif;282
data\train\images\2331.tif;873
data\train\images\2332.tif;206
data\train\images\2333.tif;960
data\train\images\2334.tif;186
data\train\images\2335.tif;540
data\train\images\2336.tif;879
data\train\images\2337.tif;231
data\train\images\2338.tif;323
data\train\images\2339.tif;122
data\train\images\234.tif;61
data\train\images\2340.tif;1058
data\train\images\2341.tif;133
data\train\images\2342.tif;601
data\train\images\2343.tif;491
data\train\images\2344.tif;149
data\train\images\2345.tif;713
data\train\images\2346.tif;107
data\train\images\2347.tif;1103
data\train\images\2348.tif;165
data\train\images\2349.tif;80
data\train\images\235.tif;34
data\train\images\2350.tif;138
data\train\images\2351.tif;307
data\train\images\2352.tif;828
data\train\images\2353.tif;112
data\train\images\2354.tif;653
data\train\images\2355.tif;915
data\train\images\2356.tif;164
data\train\images\2357.tif;704
data\train\images\2358.tif;185
data\train\images\2359.tif;767
data\train\images\236.tif;41
data\train\images\2360.tif;259
data\train\images\2361.tif;103
data\train\images\2362.tif;728
data\train\images\2363.tif;417
data\train\images\2364.tif;208
data\train\images\2365.tif;365
data\train\images\2366.tif;754
data\train\images\2367.tif;131
data\train\images\2368.tif;163
data\train\images\2369.tif;1181
data\train\images\237.tif;56
data\train\images\2370.tif;301
data\train\images\2371.tif;448
data\train\images\2372.tif;546
data\train\images\2373.tif;734
data\train\images\2374.tif;843
data\train\images\2375.tif;170
data\train\images\2376.tif;145
data\train\images\2377.tif;877
data\train\images\2378.tif;970
data\train\images\2379.tif;266
data\train\images\238.tif;96
data\train\images\2380.tif;132
data\train\images\2381.tif;103
data\train\images\2382.tif;155
data\train\images\2383.tif;198
data\train\images\2384.tif;57
data\train\images\2385.tif;230
data\train\images\2386.tif;1522
data\train\images\2387.tif;125
data\train\images\2388.tif;204
data\train\images\2389.tif;136
data\train\images\239.tif;83
data\train\images\2390.tif;1332
data\train\images\2391.tif;345
data\train\images\2392.tif;126
data\train\images\2393.tif;317
data\train\images\2394.tif;164
data\train\images\2395.tif;1505
data\train\images\2396.tif;613
data\train\images\2397.tif;753
data\train\images\2398.tif;105
data\train\images\2399.tif;399
data\train\images\24.tif;76
data\train\images\240.tif;53
data\train\images\2400.tif;203
data\train\images\2401.tif;662
data\train\images\2402.tif;208
data\train\images\2403.tif;970
data\train\images\2404.tif;89
data\train\images\2405.tif;422
data\train\images\2406.tif;103
data\train\images\2407.tif;83
data\train\images\2408.tif;643
data\train\images\2409.tif;185
data\train\images\241.tif;48
data\train\images\2410.tif;125
data\train\images\2411.tif;174
data\train\images\2412.tif;272
data\train\images\2413.tif;212
data\train\images\2414.tif;807
data\train\images\2415.tif;330
data\train\images\2416.tif;1163
data\train\images\2417.tif;350
data\train\images\2418.tif;67
data\train\images\2419.tif;462
data\train\images\242.tif;79
data\train\images\2420.tif;225
data\train\images\2421.tif;173
data\train\images\2422.tif;96
data\train\images\2423.tif;1336
data\train\images\2424.tif;113
data\train\images\2425.tif;683
data\train\images\2426.tif;175
data\train\images\2427.tif;657
data\train\images\2428.tif;487
data\train\images\2429.tif;785
data\train\images\243.tif;59
data\train\images\2430.tif;166
data\train\images\2431.tif;222
data\train\images\2432.tif;538
data\train\images\2433.tif;693
data\train\images\2434.tif;111
data\train\images\2435.tif;339
data\train\images\2436.tif;764
data\train\images\2437.tif;188
data\train\images\2438.tif;936
data\train\images\2439.tif;279
data\train\images\244.tif;58
data\train\images\2440.tif;377
data\train\images\2441.tif;860
data\train\images\2442.tif;130
data\train\images\2443.tif;714
data\train\images\2444.tif;202
data\train\images\2445.tif;141
data\train\images\2446.tif;609
data\train\images\2447.tif;545
data\train\images\2448.tif;161
data\train\images\2449.tif;803
data\train\images\245.tif;83
data\train\images\2450.tif;301
data\train\images\2451.tif;603
data\train\images\2452.tif;699
data\train\images\2453.tif;428
data\train\images\2454.tif;1338
data\train\images\2455.tif;140
data\train\images\2456.tif;227
data\train\images\2457.tif;454
data\train\images\2458.tif;183
data\train\images\2459.tif;473
data\train\images\246.tif;43
data\train\images\2460.tif;788
data\train\images\2461.tif;678
data\train\images\2462.tif;133
data\train\images\2463.tif;88
data\train\images\2464.tif;101
data\train\images\2465.tif;657
data\train\images\2466.tif;118
data\train\images\2467.tif;1099
data\train\images\2468.tif;116
